Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,1.125,1.125,1.125,1.125,0.9123691916465759,19999.0
1996-01-02,1.037500023841858,1.037500023841858,1.037500023841858,1.037500023841858,0.8414071202278137,39999.0
1996-01-03,1.0750000476837158,1.0750000476837158,1.0750000476837158,1.0750000476837158,0.8718194961547852,19999.0
1996-01-04,1.0750000476837158,1.0750000476837158,1.0750000476837158,1.0750000476837158,0.8718194961547852,119999.0
1996-01-05,1.0750000476837158,1.0750000476837158,1.0750000476837158,1.0750000476837158,0.8718194961547852,0.0
1996-01-08,1.0750000476837158,1.0750000476837158,1.0750000476837158,1.0750000476837158,0.8718194961547852,0.0
1996-01-09,1.0824999809265137,1.0824999809265137,1.0750000476837158,1.0750000476837158,0.8718194961547852,39999.0
1996-01-10,1.0750000476837158,1.0765000581741333,1.0750000476837158,1.0765000581741333,0.8730360865592957,59999.0
1996-01-11,1.0765000581741333,1.087499976158142,1.065000057220459,1.0750000476837158,0.8718194961547852,79999.0
1996-01-12,1.0750000476837158,1.0750000476837158,1.0750000476837158,1.0750000476837158,0.8718194961547852,19999.0
1996-01-15,1.0750000476837158,1.0750000476837158,1.0750000476837158,1.0750000476837158,0.8718194961547852,0.0
1996-01-16,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0.8515444397926331,19999.0
1996-01-17,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0.8515444397926331,0.0
1996-01-18,1.0499999523162842,1.0700000524520874,1.0700000524520874,1.0700000524520874,0.8677646517753601,19999.0
1996-01-19,1.0549999475479126,1.0549999475479126,1.0499999523162842,1.0499999523162842,0.8515444397926331,39999.0
1996-01-22,1.0301250219345093,1.0700000524520874,1.0301250219345093,1.0700000524520874,0.8677646517753601,99999.0
1996-01-23,1.0700000524520874,1.0499999523162842,1.0499999523162842,1.0499999523162842,0.8515444397926331,79999.0
1996-01-24,1.0475000143051147,1.0499999523162842,1.0475000143051147,1.0499999523162842,0.8515444397926331,39999.0
1996-01-25,1.0487500429153442,1.0512499809265137,1.037500023841858,1.0499999523162842,0.8515444397926331,619999.0
1996-01-26,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0.8515444397926331,0.0
1996-01-29,1.037500023841858,1.0512499809265137,1.037500023841858,1.0499999523162842,0.8515444397926331,439999.0
1996-01-30,1.0499999523162842,1.049875020980835,1.0001250505447388,1.0413750410079956,0.844549834728241,119999.0
1996-01-31,1.0413750410079956,1.0413750410079956,1.0413750410079956,1.0413750410079956,0.844549834728241,0.0
1996-02-01,1.0413750410079956,1.0413750410079956,1.0413750410079956,1.0413750410079956,0.844549834728241,0.0
1996-02-02,1.0625,1.0750000476837158,1.0625,1.0750000476837158,0.8718194961547852,39999.0
1996-02-05,1.0750000476837158,1.0750000476837158,1.0750000476837158,1.0750000476837158,0.8718194961547852,0.0
1996-02-06,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0.8515444397926331,79999.0
1996-02-07,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0.8515444397926331,0.0
1996-02-08,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0.8515444397926331,0.0
1996-02-09,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0.8515444397926331,0.0
1996-02-12,1.0747499465942383,1.0747499465942383,1.0747499465942383,1.0747499465942383,0.8716166019439697,39999.0
1996-02-13,1.0747499465942383,1.0747499465942383,1.0747499465942383,1.0747499465942383,0.8716166019439697,0.0
1996-02-14,1.0747499465942383,1.0747499465942383,1.0747499465942383,1.0747499465942383,0.8716166019439697,0.0
1996-02-15,1.0747499465942383,1.0747499465942383,1.0747499465942383,1.0747499465942383,0.8716166019439697,0.0
1996-02-16,1.125,1.125,1.125,1.125,0.9123691916465759,59999.0
1996-02-19,1.125,1.125,1.125,1.125,0.9123691916465759,0.0
1996-02-20,1.125,1.125,1.125,1.125,0.9123691916465759,0.0
1996-02-21,1.125,1.125,1.125,1.125,0.9123691916465759,0.0
1996-02-22,1.125,1.125,1.125,1.125,0.9123691916465759,0.0
1996-02-23,1.125,1.125,1.125,1.125,0.9123691916465759,0.0
1996-02-26,1.125,1.125,1.125,1.125,0.9123691916465759,19999.0
1996-02-27,1.100000023841858,1.100000023841858,1.087499976158142,1.087499976158142,0.8819569945335388,39999.0
1996-02-28,1.1001249551773071,1.125,1.1001249551773071,1.125,0.9123691916465759,79999.0
1996-02-29,1.125,1.125,1.125,1.125,0.9123691916465759,0.0
1996-03-01,1.125,1.125,1.125,1.125,0.9123691916465759,19999.0
1996-03-04,1.100000023841858,1.125,1.100000023841858,1.125,0.9123691916465759,39999.0
1996-03-05,1.125,1.125,1.125,1.125,0.9123691916465759,0.0
1996-03-06,1.125,1.125,1.125,1.125,0.9123691916465759,0.0
1996-03-07,1.125,1.125,1.125,1.125,0.9123691916465759,0.0
1996-03-08,1.1124999523162842,1.125,1.1124999523162842,1.118749976158142,0.907300591468811,39999.0
1996-03-11,1.118749976158142,1.118749976158142,1.118749976158142,1.118749976158142,0.907300591468811,0.0
1996-03-12,1.125,1.125,1.125,1.125,0.9123691916465759,19999.0
1996-03-13,1.050125002861023,1.050125002861023,1.050125002861023,1.050125002861023,0.8516460061073303,399999.0
1996-03-14,1.050125002861023,1.050125002861023,1.050125002861023,1.050125002861023,0.8516460061073303,0.0
1996-03-15,1.0750000476837158,1.0750000476837158,1.065000057220459,1.065000057220459,0.8637097477912903,59999.0
1996-03-18,1.087499976158142,1.100000023841858,1.087499976158142,1.100000023841858,0.892094612121582,59999.0
1996-03-19,1.125,1.125,1.1001249551773071,1.1001249551773071,0.8921959400177002,59999.0
1996-03-20,1.1001249551773071,1.1001249551773071,1.1001249551773071,1.1001249551773071,0.8921959400177002,0.0
